AudioFile,Time,Speaker,Content,Processed,Phonemes
audio_00891,16.2496,TWR,"Tee way 703, Jeju Tower, RWY7, continue approach",Tee way Seven Zero Three Jeju Tower Romeo Whiskey Yankee Seven continue approach,T IY W EY S EH V AH N Z IH R OW TH R IY JH EY JH UW T AW ER R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K AH N T IH N Y UW AH P R OW CH
audio_00892,19.3527,TWB703,"Continue approach, RWY7, Tee way 703",Continue approach Romeo Whiskey Yankee Seven Tee way Seven Zero Three,K AH N T IH N Y UW AH P R OW CH R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N T IY W EY S EH V AH N Z IH R OW TH R IY
audio_00894,30.4304,ABL8011,"Ground, Air Busan 8011, Stand 7",Ground Air Busan Eight Zero One One Stand Seven,G R AW N D EH R B AH S AH N EY T Z IH R OW W AH N W AH N S T AE N D S EH V AH N
audio_00895,33.0664,GND,"Air Busan 8011, Ground, taxi via G1 Stand 7",Air Busan Eight Zero One One Ground taxi via Golf One Stand Seven,EH R B AH S AH N EY T Z IH R OW W AH N W AH N G R AW N D T AE K S IY V AY AH G AA L F W AH N S T AE N D S EH V AH N
audio_00896,36.9369,ABL8011,"G1 Stand 7, Air Busan 8011",Golf One Stand Seven Air Busan Eight Zero One One,G AA L F W AH N S T AE N D S EH V AH N EH R B AH S AH N EY T Z IH R OW W AH N W AH N
audio_00898,46.046,TWR,"Jeju Air 103, Jeju Tower, RWY7, continue approach",Jeju Air One Zero Three Jeju Tower Romeo Whiskey Yankee Seven continue approach,JH EY JH UW EH R W AH N Z IH R OW TH R IY JH EY JH UW T AW ER R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K AH N T IH N Y UW AH P R OW CH
audio_00899,49.4494,JJA103,"Continue approach, RWY7, Jeju Air 103",Continue approach Romeo Whiskey Yankee Seven Jeju Air One Zero Three,K AH N T IH N Y UW AH P R OW CH R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N JH EY JH UW EH R W AH N Z IH R OW TH R IY
audio_00900,58.1915,TWR,"Jin Air 304, RWY7, line up and wait, traffic 6miles",Jin Air Three Zero Four Romeo Whiskey Yankee Seven line up and wait traffic 6miles,JH IH N EH R TH R IY Z IH R OW F AO R R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N L AY N AH P AH N D W EY T T R AE F IH K S IH K S M IH L Z
audio_00901,60.8942,JNA304,"Line up and wait, Jin Air 304",Line up and wait Jin Air Three Zero Four,L AY N AH P AH N D W EY T JH IH N EH R TH R IY Z IH R OW F AO R
audio_00902,64.6646,TWR,"Jin Air 304, I say again, line up and wait RWY7, traffic 6miles",Jin Air Three Zero Four India say again line up and wait Romeo Whiskey Yankee Seven traffic 6miles,JH IH N EH R TH R IY Z IH R OW F AO R IH N D IY AH S EY AH G EH N L AY N AH P AH N D W EY T R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N T R AE F IH K S IH K S M IH L Z
audio_00903,68.2682,JNA304,"Line up and wait, RWY7, Jin Air 304",Line up and wait Romeo Whiskey Yankee Seven Jin Air Three Zero Four,L AY N AH P AH N D W EY T R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N JH IH N EH R TH R IY Z IH R OW F AO R
audio_00904,72.7727,AAR8904,"approved, RWY07, Asiana 8904",approved Romeo Whiskey Yankee Zero Seven Asiana Eight Niner Zero Four,AH P R UW V D R OW M IY OW W IH S K IY Y AE NG K IY Z IH R OW S EH V AH N AA S IY AA N AH EY T N AY N ER Z IH R OW F AO R
audio_00905,80.8808,TWB703,"Ground, Tee way 703, Stand 50",Ground Tee way Seven Zero Three Stand Five Zero,G R AW N D T IY W EY S EH V AH N Z IH R OW TH R IY S T AE N D F AY V Z IH R OW
audio_00906,83.7503,GND,"Tee way 703, G1 Stand 50",Tee way Seven Zero Three Golf One Stand Five Zero,T IY W EY S EH V AH N Z IH R OW TH R IY G AA L F W AH N S T AE N D F AY V Z IH R OW
audio_00907,86.6866,TWB703,"G1 Stand 50, T way 703",Golf One Stand Five Zero Tee Way Seven Zero Three,G AA L F W AH N S T AE N D F AY V Z IH R OW T IY W EY S EH V AH N Z IH R OW TH R IY
audio_00908,91.3246,TWR,"Jin Air 304, wind 190 at 7, RWY7, cleared for take off",Jin Air Three Zero Four wind One Niner Zero at Seven Romeo Whiskey Yankee Seven cleared for take off,JH IH N EH R TH R IY Z IH R OW F AO R W AY N D W AH N N AY N ER Z IH R OW AE T S EH V AH N R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D F AO R T EY K AO F
audio_00910,102.8027,TWR,"Jeju Air 103, wind 190 at 6, RWY7, cleared to land",Jeju Air One Zero Three wind One Niner Zero at Six Romeo Whiskey Yankee Seven cleared to land,JH EY JH UW EH R W AH N Z IH R OW TH R IY W AY N D W AH N N AY N ER Z IH R OW AE T S IH K S R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D T UW L AE N D
audio_00911,106.8401,JJA103,"Cleared to land, RWY7, Jeju Air 103",Cleared to land Romeo Whiskey Yankee Seven Jeju Air One Zero Three,K L IH R D T UW L AE N D R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N JH EY JH UW EH R W AH N Z IH R OW TH R IY
audio_00912,110.3769,JNA551,"Tower, Jin Air 551, 8miles final",Tower Jin Air Five Five One 8miles final,T AW ER JH IH N EH R F AY V F AY V W AH N EY T M AH S AH L Z F AY N AH L
audio_00913,113.9138,TWR,"Jin Air 551, Tower, RWY7, continue approach",Jin Air Five Five One Tower Romeo Whiskey Yankee Seven continue approach,JH IH N EH R F AY V F AY V W AH N T AW ER R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K AH N T IH N Y UW AH P R OW CH
audio_00915,131.4647,TWR,"Jin Air 551, wind 190 at 6, RWY7, cleared to land, you're number 2",Jin Air Five Five One wind One Niner Zero at Six Romeo Whiskey Yankee Seven cleared to land youre number Two,JH IH N EH R F AY V F AY V W AH N W AY N D W AH N N AY N ER Z IH R OW AE T S IH K S R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D T UW L AE N D Y UH R N AH M B ER T UW
audio_00916,136.0359,JNA551,"Cleared to land, RWY7, number 2, Jin Air 551",Cleared to land Romeo Whiskey Yankee Seven number Two Jin Air Five Five One,K L IH R D T UW L AE N D R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N N AH M B ER T UW JH IH N EH R F AY V F AY V W AH N
audio_00917,139.4059,TWR,"Jin Air 304, contact Departure 121.2",Jin Air Three Zero Four contact Departure One Two One Decimal Two,JH IH N EH R TH R IY Z IH R OW F AO R K AA N T AE K T D IH P AA R CH ER W AH N T UW W AH N D EH S AH M AH L T UW
audio_00919,148.8821,JJA103,"Gate P4, Jeju Air 103",Gate Papa Four Jeju Air One Zero Three,G EY T P AA P AH F AO R JH EY JH UW EH R W AH N Z IH R OW TH R IY
audio_00920,151.1844,TWR,Contact Ground,Contact Ground,K AA N T AE K T G R AW N D
audio_00924,166.0659,JJA103,"G1 Stand 2, Jeju Air 103",Golf One Stand Two Jeju Air One Zero Three,G AA L F W AH N S T AE N D T UW JH EY JH UW EH R W AH N Z IH R OW TH R IY
audio_00925,168.6685,AAR8904,"Ground, Asiana 8904, request taxi",Ground Asiana Eight Niner Zero Four request taxi,G R AW N D AA S IY AA N AH EY T N AY N ER Z IH R OW F AO R R IH K W EH S T T AE K S IY
audio_00926,171.7382,GND Ta,"Asiana 8904, RWY7, taxi via G3 then P",Asiana Eight Niner Zero Four Romeo Whiskey Yankee Seven taxi via Golf Three then Papa,AA S IY AA N AH EY T N AY N ER Z IH R OW F AO R R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N T AE K S IY V AY AH G AA L F TH R IY DH EH N P AA P AH
audio_00927,176.2761,AAR8904,"RWY7, G3 then P, Asiana 8904",Romeo Whiskey Yankee Seven Golf Three then Papa Asiana Eight Niner Zero Four,R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N G AA L F TH R IY DH EH N P AA P AH AA S IY AA N AH EY T N AY N ER Z IH R OW F AO R
audio_00929,193.2597,JNA551,"Ground, Jin Air 551, vacated, Stand 57",Ground Jin Air Five Five One vacated Stand Five Seven,G R AW N D JH IH N EH R F AY V F AY V W AH N V EY K EY T AH D S T AE N D F AY V S EH V AH N
audio_00930,197.0969,GND,"Jin Air 551, Ground, right turn then P G2 Stand 37",Jin Air Five Five One Ground right turn then Papa Golf Two Stand Three Seven,JH IH N EH R F AY V F AY V W AH N G R AW N D R AY T T ER N DH EH N P AA P AH G AA L F T UW S T AE N D TH R IY S EH V AH N
audio_00931,202.6024,JNA551,"Right turn P then G2 Stand 57, Jin Air 551",Right turn Papa then Golf Two Stand Five Seven Jin Air Five Five One,R AY T T ER N P AA P AH DH EH N G AA L F T UW S T AE N D F AY V S EH V AH N JH IH N EH R F AY V F AY V W AH N
audio_00932,219.4192,ASV901 ,"Jeju Tower, good morning, Air Seoul 901, ILS Z RWY07",Jeju Tower good morning Air Seoul Niner Zero One I L S Zulu Romeo Whiskey Yankee Zero Seven,JH EY JH UW T AW ER G UH D M AO R N IH NG EH R S OW L N AY N ER Z IH R OW W AH N AY EH L EH S Z UW L UW R OW M IY OW W IH S K IY Y AE NG K IY Z IH R OW S EH V AH N
audio_00933,224.6911,TWR,"Air Seoul 901, Tower, RWY7, continue approach",Air Seoul Niner Zero One Tower Romeo Whiskey Yankee Seven continue approach,EH R S OW L N AY N ER Z IH R OW W AH N T AW ER R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K AH N T IH N Y UW AH P R OW CH
audio_00934,228.2947,ASV901,"Continue approach, Air Seoul 901",Continue approach Air Seoul Niner Zero One,K AH N T IH N Y UW AH P R OW CH EH R S OW L N AY N ER Z IH R OW W AH N
audio_00935,230.9307,TWR,"Air Seoul 901, your leading aircraft 4miles ahead of you, ground speed indicating 137",Air Seoul Niner Zero One your leading aircraft 4miles ahead of you ground speed indicating One Three Seven,EH R S OW L N AY N ER Z IH R OW W AH N Y AO R L IY D IH NG EH R K R AE F T F AO R M AH L Z AH HH EH D AH V Y UW G R AW N D S P IY D IH N D AH K EY T IH NG W AH N TH R IY S EH V AH N
audio_00936,237.4372,ASV901,"Thank you, Air Seoul 901",Thank you Air Seoul Niner Zero One,TH AE NG K Y UW EH R S OW L N AY N ER Z IH R OW W AH N
audio_00937,240.607,AAR8904,"Tower, Asiana 8904 on P",Tower Asiana Eight Niner Zero Four on Papa,T AW ER AA S IY AA N AH EY T N AY N ER Z IH R OW F AO R AA N P AA P AH
audio_00938,243.1095,TWR,"Asiana 8904, Tower, hold short of RWY7",Asiana Eight Niner Zero Four Tower hold short of Romeo Whiskey Yankee Seven,AA S IY AA N AH EY T N AY N ER Z IH R OW F AO R T AW ER HH OW L D SH AO R T AH V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N
audio_00939,246.7799,AAR8904,"Holding short of RWY7, Asiana 8904",Holding short of Romeo Whiskey Yankee Seven Asiana Eight Niner Zero Four,HH OW L D IH NG SH AO R T AH V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N AA S IY AA N AH EY T N AY N ER Z IH R OW F AO R
audio_00940,249.0822,TWR,"Air Seoul 901, wind 190 at 6, RWY7, cleared to land, number 2",Air Seoul Niner Zero One wind One Niner Zero at Six Romeo Whiskey Yankee Seven cleared to land number Two,EH R S OW L N AY N ER Z IH R OW W AH N W AY N D W AH N N AY N ER Z IH R OW AE T S IH K S R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D T UW L AE N D N AH M B ER T UW
audio_00942,258.0912,ASV901 he,"Number 2, cleared to land, Air Seoul 901",Number Two cleared to land Air Seoul Niner Zero One,N AH M B ER T UW K L IH R D T UW L AE N D EH R S OW L N AY N ER Z IH R OW W AH N
audio_00943,263.0628,AAR8911,"Jeju Ground, Asiana 8911, vacating RWY, Stand 6",Jeju Ground Asiana Eight Niner One One vacating Runway Stand Six,JH EY JH UW G R AW N D AA S IY AA N AH EY T N AY N ER W AH N W AH N V EY K EY T IH NG R AH N W EY S T AE N D S IH K S
audio_00944,266.9333,GND,"Asiana 8911, taxi via G1 Gate 6",Asiana Eight Niner One One taxi via Golf One Gate Six,AA S IY AA N AH EY T N AY N ER W AH N W AH N T AE K S IY V AY AH G AA L F W AH N G EY T S IH K S
audio_00945,270.7705,AAR8911,"Taxi via G1 Gate 6, Asiana 8911",Taxi via Golf One Gate Six Asiana Eight Niner One One,T AE K S IY V AY AH G AA L F W AH N G EY T S IH K S AA S IY AA N AH EY T N AY N ER W AH N W AH N
audio_00947,281.6814,TWR,"Air Busan 8107, Tower, RWY7, continue approach",Air Busan Eight One Zero Seven Tower Romeo Whiskey Yankee Seven continue approach,EH R B AH S AH N EY T W AH N Z IH R OW S EH V AH N T AW ER R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K AH N T IH N Y UW AH P R OW CH
audio_00948,285.0181,ABL8107,Continue,Continue,K AH N T IH N Y UW
audio_00949,290.2566,TWR,"Asiana 8904, RWY7, line up and wait",Asiana Eight Niner Zero Four Romeo Whiskey Yankee Seven line up and wait,AA S IY AA N AH EY T N AY N ER Z IH R OW F AO R R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N L AY N AH P AH N D W EY T
audio_00951,299.8996,TWR,"Air Busan 8107, wind 190 at 6, RWY7, cleared to land",Air Busan Eight One Zero Seven wind One Niner Zero at Six Romeo Whiskey Yankee Seven cleared to land,EH R B AH S AH N EY T W AH N Z IH R OW S EH V AH N W AY N D W AH N N AY N ER Z IH R OW AE T S IH K S R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D T UW L AE N D
audio_00953,330.1632,TWR,"Asiana 8904, contact Departure 121.2, good day",Asiana Eight Niner Zero Four contact Departure One Two One Decimal Two good day,AA S IY AA N AH EY T N AY N ER Z IH R OW F AO R K AA N T AE K T D IH P AA R CH ER W AH N T UW W AH N D EH S AH M AH L T UW G UH D D EY
audio_00954,333.9336,AAR8904,"121.2, Asiana 8904, good day",One Two One Decimal Two Asiana Eight Niner Zero Four good day,W AH N T UW W AH N D EH S AH M AH L T UW AA S IY AA N AH EY T N AY N ER Z IH R OW F AO R G UH D D EY
audio_00955,337.8375,JNA482,"Jeju Ground, good morning, Jin Air 482, request pushback and engine start up, Stand 15",Jeju Ground good morning Jin Air Four Eight Two request pushback and engine start up Stand One Five,JH EY JH UW G R AW N D G UH D M AO R N IH NG JH IH N EH R F AO R EY T T UW R IH K W EH S T P UH SH B AE K AH N D EH N JH AH N S T AA R T AH P S T AE N D W AH N F AY V
audio_00956,343.6099,GND,"Jin Air 482, RWY7, stand by, expect 5 minutes delay, number 3",Jin Air Four Eight Two Romeo Whiskey Yankee Seven stand by expect Five minutes delay number Three,JH IH N EH R F AO R EY T T UW R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N S T AE N D B AY IH K S P EH K T F AY V M IH N AH T S D IH L EY N AH M B ER TH R IY
audio_00958,355.1882,ABL8107,"Ground, Air Busan 8107, vacating, Stand 62",Ground Air Busan Eight One Zero Seven vacating Stand Six Two,G R AW N D EH R B AH S AH N EY T W AH N Z IH R OW S EH V AH N V EY K EY T IH NG S T AE N D S IH K S T UW
audio_00959,359.0921,GND,"Air Busan 8107, make a right turn then G2 Gate 62",Air Busan Eight One Zero Seven make a right turn then Golf Two Gate Six Two,EH R B AH S AH N EY T W AH N Z IH R OW S EH V AH N M EY K AH R AY T T ER N DH EH N G AA L F T UW G EY T S IH K S T UW
audio_00961,392.2585,AAR8230,"Jeju Ground, Asiana 8230, request taxi",Jeju Ground Asiana Eight Two Three Zero request taxi,JH EY JH UW G R AW N D AA S IY AA N AH EY T T UW TH R IY Z IH R OW R IH K W EH S T T AE K S IY
audio_00962,395.0947,GND,"Asiana 8230, taxi via G3 then P",Asiana Eight Two Three Zero taxi via Golf Three then Papa,AA S IY AA N AH EY T T UW TH R IY Z IH R OW T AE K S IY V AY AH G AA L F TH R IY DH EH N P AA P AH
audio_00963,398.7984,AAR8230,"G3 then P, Asiana 8230",Golf Three then Papa Asiana Eight Two Three Zero,G AA L F TH R IY DH EH N P AA P AH AA S IY AA N AH EY T T UW TH R IY Z IH R OW
audio_00964,402.9025,TWB702,"Ground, Tee way 702, request taxi",Ground Tee way Seven Zero Two request taxi,G R AW N D T IY W EY S EH V AH N Z IH R OW T UW R IH K W EH S T T AE K S IY
audio_00965,405.4384,GND,"Tee way 702, G3 then P",Tee way Seven Zero Two Golf Three then Papa,T IY W EY S EH V AH N Z IH R OW T UW G AA L F TH R IY DH EH N P AA P AH
audio_00966,408.3746,TWB702,"G3 then P, Tee way 702",Golf Three then Papa Tee way Seven Zero Two,G AA L F TH R IY DH EH N P AA P AH T IY W EY S EH V AH N Z IH R OW T UW
audio_00967,412.2452,JJA602,"Ground, Jeju Air 602, request pushback and start up, Stand 86",Ground Jeju Air Six Zero Two request pushback and start up Stand Eight Six,G R AW N D JH EY JH UW EH R S IH K S Z IH R OW T UW R IH K W EH S T P UH SH B AE K AH N D S T AA R T AH P S T AE N D EY T S IH K S
audio_00968,416.1824,GND,"Jeju Air 602, RWY7, pushback and start up approved",Jeju Air Six Zero Two Romeo Whiskey Yankee Seven pushback and start up approved,JH EY JH UW EH R S IH K S Z IH R OW T UW R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N P UH SH B AE K AH N D S T AA R T AH P AH P R UW V D
audio_00970,426.2592,JNA409,"Contact Ground, Jin Air 409",Contact Ground Jin Air Four Zero Niner,K AA N T AE K T G R AW N D JH IH N EH R F AO R Z IH R OW N AY N ER
audio_00971,429.7293,JNA409,"Jin Air 409, RWY vacating via P4, Stand 55",Jin Air Four Zero Niner Runway vacating via Papa Four Stand Five Five,JH IH N EH R F AO R Z IH R OW N AY N ER R AH N W EY V EY K EY T IH NG V AY AH P AA P AH F AO R S T AE N D F AY V F AY V
audio_00972,434.3005,GND ,"Jin Air 409, make a right turn then G2, hold short of R due to traffic",Jin Air Four Zero Niner make a right turn then Golf Two hold short of Romeo due to traffic,JH IH N EH R F AO R Z IH R OW N AY N ER M EY K AH R AY T T ER N DH EH N G AA L F T UW HH OW L D SH AO R T AH V R OW M IY OW D UW T UW T R AE F IH K
audio_00973,439.2722,JNA409,"Right turn then G2, Holding short of R, Jin Air 409",Right turn then Golf Two Holding short of Romeo Jin Air Four Zero Niner,R AY T T ER N DH EH N G AA L F T UW HH OW L D IH NG SH AO R T AH V R OW M IY OW JH IH N EH R F AO R Z IH R OW N AY N ER
audio_00974,443.2094,GND ,"Jin Air 482, pushback and start up approved, long pushback",Jin Air Four Eight Two pushback and start up approved long pushback,JH IH N EH R F AO R EY T T UW P UH SH B AE K AH N D S T AA R T AH P AH P R UW V D L AO NG P UH SH B AE K
audio_00975,448.3479,JNA482,"Pushback and start up approved, make long pushback, Jin Air 482",Pushback and start up approved make long pushback Jin Air Four Eight Two,P UH SH B AE K AH N D S T AA R T AH P AH P R UW V D M EY K L AO NG P UH SH B AE K JH IH N EH R F AO R EY T T UW
audio_00976,452.085,GND,"Jin Air 409, hold position",Jin Air Four Zero Niner hold position,JH IH N EH R F AO R Z IH R OW N AY N ER HH OW L D P AH Z IH SH AH N
audio_00977,454.1203,JNA409,"Hold position, Jin Air 409",Hold position Jin Air Four Zero Niner,HH OW L D P AH Z IH SH AH N JH IH N EH R F AO R Z IH R OW N AY N ER
audio_00979,460.3933,JNA409,"Say again, Jin Air 409",Say again Jin Air Four Zero Niner,S EY AH G EH N JH IH N EH R F AO R Z IH R OW N AY N ER
audio_00980,461.7947,GND,"Turn left P G1 G1, turn left P G1",Turn left Papa Golf One Golf One turn left Papa Golf One,T ER N L EH F T P AA P AH G AA L F W AH N G AA L F W AH N T ER N L EH F T P AA P AH G AA L F W AH N
audio_00981,465.832,JNA409,"Turn left P G1, Jin Air 409",Turn left Papa Golf One Jin Air Four Zero Niner,T ER N L EH F T P AA P AH G AA L F W AH N JH IH N EH R F AO R Z IH R OW N AY N ER
audio_00982,468.835,GND,"Jin Air 482, short pushback",Jin Air Four Eight Two short pushback,JH IH N EH R F AO R EY T T UW SH AO R T P UH SH B AE K
audio_00985,491.2908,JNA482,"Facing east, Jin Air 482",Facing east Jin Air Four Eight Two,F EY S IH NG IY S T JH IH N EH R F AO R EY T T UW
audio_00987,500.9338,JNA482,"Facing east, make long pushback then clear G2, Jin Air 482",Facing east make long pushback then clear Golf Two Jin Air Four Eight Two,F EY S IH NG IY S T M EY K L AO NG P UH SH B AE K DH EH N K L IH R G AA L F T UW JH IH N EH R F AO R EY T T UW
audio_00988,509.0752,GND,"Jin Air 409, slow taxi",Jin Air Four Zero Niner slow taxi,JH IH N EH R F AO R Z IH R OW N AY N ER S L OW T AE K S IY
audio_00989,512.2117,JNA409,"Slow taxi, Jin Air 409",Slow taxi Jin Air Four Zero Niner,S L OW T AE K S IY JH IH N EH R F AO R Z IH R OW N AY N ER
audio_00990,516.7829,AAR8977,"Tower, Asiana 8977, ILS Z RWY07",Tower Asiana Eight Niner Seven Seven I L S Zulu Romeo Whiskey Yankee Zero Seven,T AW ER AA S IY AA N AH EY T N AY N ER S EH V AH N S EH V AH N AY EH L EH S Z UW L UW R OW M IY OW W IH S K IY Y AE NG K IY Z IH R OW S EH V AH N
audio_00991,520.5534,TWR,"Asiana 8977, Tower, wind 180 at 6, RWY7, cleared to land, number 2",Asiana Eight Niner Seven Seven Tower wind One Eight Zero at Six Romeo Whiskey Yankee Seven cleared to land number Two,AA S IY AA N AH EY T N AY N ER S EH V AH N S EH V AH N T AW ER W AY N D W AH N EY T Z IH R OW AE T S IH K S R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D T UW L AE N D N AH M B ER T UW
audio_00993,532.0982,AAR8230,"Jeju Tower, Asiana 8230, RWY7",Jeju Tower Asiana Eight Two Three Zero Romeo Whiskey Yankee Seven,JH EY JH UW T AW ER AA S IY AA N AH EY T T UW TH R IY Z IH R OW R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N
audio_00994,534.534,TWR,"Asiana 8230, Tower, hold short of RWY7",Asiana Eight Two Three Zero Tower hold short of Romeo Whiskey Yankee Seven,AA S IY AA N AH EY T T UW TH R IY Z IH R OW T AW ER HH OW L D SH AO R T AH V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N
audio_00996,546.4793,TWB702,"Tower, good morning, Tee way 702 on P",Tower good morning Tee way Seven Zero Two on Papa,T AW ER G UH D M AO R N IH NG T IY W EY S EH V AH N Z IH R OW T UW AA N P AA P AH
audio_00997,549.7826,TWR ,"Tee way 702, Tower, hold short of RWY7",Tee way Seven Zero Two Tower hold short of Romeo Whiskey Yankee Seven,T IY W EY S EH V AH N Z IH R OW T UW T AW ER HH OW L D SH AO R T AH V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N
audio_00998,552.8523,TWB702,"Holding short of RWY7, Tee way 702",Holding short of Romeo Whiskey Yankee Seven Tee way Seven Zero Two,HH OW L D IH NG SH AO R T AH V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N T IY W EY S EH V AH N Z IH R OW T UW
audio_00999,557.2567,GND,taxi via G1 Stand 13,taxi via Golf One Stand One Three,T AE K S IY V AY AH G AA L F W AH N S T AE N D W AH N TH R IY
audio_01000,559.926,ABL8013,"Taxi via G1 Stand 13, Air Busan 8013",Taxi via Golf One Stand One Three Air Busan Eight Zero One Three,T AE K S IY V AY AH G AA L F W AH N S T AE N D W AH N TH R IY EH R B AH S AH N EY T Z IH R OW W AH N TH R IY
audio_01001,564.0635,TWB734,"Jeju Ground, good morning, Tee way 734, request engine start up, Stand 51",Jeju Ground good morning Tee way Seven Three Four request engine start up Stand Five One,JH EY JH UW G R AW N D G UH D M AO R N IH NG T IY W EY S EH V AH N TH R IY F AO R R IH K W EH S T EH N JH AH N S T AA R T AH P S T AE N D F AY V W AH N
audio_01002,570.0361,GND,"Good morning, Tee way 734, RWY7, start up approved",Good morning Tee way Seven Three Four Romeo Whiskey Yankee Seven start up approved,G UH D M AO R N IH NG T IY W EY S EH V AH N TH R IY F AO R R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N S T AA R T AH P AH P R UW V D
audio_01003,573.2727,TWB734,"Start up approved, RWY7, T way 734",Start up approved Romeo Whiskey Yankee Seven Tee Way Seven Three Four,S T AA R T AH P AH P R UW V D R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N T IY W EY S EH V AH N TH R IY F AO R
audio_01004,580.6801,AAR8977,"Tower, Asiana 8977, wind check",Tower Asiana Eight Niner Seven Seven wind check,T AW ER AA S IY AA N AH EY T N AY N ER S EH V AH N S EH V AH N W AY N D CH EH K
audio_01005,583.3161,TWR,Wind 180 at 6,Wind One Eight Zero at Six,W AY N D W AH N EY T Z IH R OW AE T S IH K S
audio_01006,586.1189,AAR8977,Copy,Copy,K AA P IY
audio_01007,588.0541,JNA402,"Ground, good morning, Jin Air 402, request. pushback and start up, Stand 9",Ground good morning Jin Air Four Zero Two request Decimal pushback and start up Stand Niner,G R AW N D G UH D M AO R N IH NG JH IH N EH R F AO R Z IH R OW T UW R IH K W EH S T D EH S AH M AH L P UH SH B AE K AH N D S T AA R T AH P S T AE N D N AY N ER
audio_01008,592.6587,GND,"Good morning, Jin Air 402, stand by 3 minutes, due to traffic",Good morning Jin Air Four Zero Two stand by Three minutes due to traffic,G UH D M AO R N IH NG JH IH N EH R F AO R Z IH R OW T UW S T AE N D B AY TH R IY M IH N AH T S D UW T UW T R AE F IH K
audio_01009,596.3958,JNA402,"Standing by 3 minutes, Jin Air 402",Standing by Three minutes Jin Air Four Zero Two,S T AE N D IH NG B AY TH R IY M IH N AH T S JH IH N EH R F AO R Z IH R OW T UW
audio_01010,600.1662,JJA6O2,"Ground, Jeju Air 602, request taxi",Ground Jeju Air Six Zero Two request taxi,G R AW N D JH EY JH UW EH R S IH K S Z IH R OW T UW R IH K W EH S T T AE K S IY
audio_01011,602.7688,GND,"Jeju Air 602, taxi via G1, hold short of P, remain this frequency",Jeju Air Six Zero Two taxi via Golf One hold short of Papa remain this frequency,JH EY JH UW EH R S IH K S Z IH R OW T UW T AE K S IY V AY AH G AA L F W AH N HH OW L D SH AO R T AH V P AA P AH R IH M EY N DH IH S F R IY K W AH N S IY
audio_01012,607.8739,JJA602,"Taxi via G1, holding short of P. remain this frequency, Jeju Air 602",Taxi via Golf One holding short of Papa Decimal remain this frequency Jeju Air Six Zero Two,T AE K S IY V AY AH G AA L F W AH N HH OW L D IH NG SH AO R T AH V P AA P AH D EH S AH M AH L R IH M EY N DH IH S F R IY K W AH N S IY JH EY JH UW EH R S IH K S Z IH R OW T UW
audio_01013,8.7754,GND,"Jeju Air 602, hold short of G1, revise hold short of G1",Jeju Air Six Zero Two hold short of Golf One revise hold short of Golf One,JH EY JH UW EH R S IH K S Z IH R OW T UW HH OW L D SH AO R T AH V G AA L F W AH N R IH V AY Z HH OW L D SH AO R T AH V G AA L F W AH N
audio_01014,13.5135,JJA602,"Holding short of G1, Jeju Air 602",Holding short of Golf One Jeju Air Six Zero Two,HH OW L D IH NG SH AO R T AH V G AA L F W AH N JH EY JH UW EH R S IH K S Z IH R OW T UW
audio_01016,27.2939,JNA482,"Ground, Jin Air 482, request taxi",Ground Jin Air Four Eight Two request taxi,G R AW N D JH IH N EH R F AO R EY T T UW R IH K W EH S T T AE K S IY
audio_01017,29.9966,GND ,"Jin Air 482, G2 then P, RWY7",Jin Air Four Eight Two Golf Two then Papa Romeo Whiskey Yankee Seven,JH IH N EH R F AO R EY T T UW G AA L F T UW DH EH N P AA P AH R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N
